nroatc,codigoatc,codigoatc_L,descatc,label
6605,L01XC33,L01XC33,L01XC33 - Cemiplimab,L01XC33 - Cemiplimab
6606,M05BX06,M05BX06,M05BX06 - Romosozumab,M05BX06 - Romosozumab
6607,S01AA28,S01AA28,S01AA28 - Vancomicina,S01AA28 - Vancomicina
6608,S01XA27,S01XA27,S01XA27 - Voretigen neparvovec,S01XA27 - Voretigen neparvovec
6609,V04CX03,V04CX03,V04CX03 - Metacolina,V04CX03 - Metacolina
6610,V04CX04,V04CX04,V04CX04 - Manitol,V04CX04 - Manitol
6611,V04CX08,V04CX08,V04CX08 - Monoxido de carbono,V04CX08 - Monoxido de carbono
6612,V04CX06,V04CX06,V04CX06 - Hexaminolevulinato,V04CX06 - Hexaminolevulinato
6613,L01XC37,L01XC37,L01XC37 - Polatuzumab vedotina,L01XC37 - Polatuzumab vedotina
6614,L04AA42,L04AA42,L04AA42 - Siponimod,L04AA42 - Siponimod
6615,N05CM19,N05CM19,N05CM19 - Suvorexant,N05CM19 - Suvorexant
6616,S01LA06,S01LA06,S01LA06 - Brolucizumab,S01LA06 - Brolucizumab
6617,C10AX96,C10AX96,C10AX96 - Volanersorsen,C10AX96 - Volanersorsen
6618,L01XX61,L01XX61,L01XX61 - Copanlisib,L01XX61 - Copanlisib
6619,B02BX08,B02BX08,B02BX08 - Avatrombopag,B02BX08 - Avatrombopag
6620,A03FA07,A03FA07,A03FA07 - Itoprida,A03FA07 - Itoprida
6621,D10AD06,D10AD06,D10AD06 - Trifaroteno,D10AD06 - Trifaroteno
6622,L02BB06,L02BB06,L02BB06 - Darolutamida,L02BB06 - Darolutamida
6623,C10BX17,C10BX17,C10BX17 - Rosuvastatina y ramipril,C10BX17 - Rosuvastatina y ramipril
6624,A16AX16,A16AX16,A16AX16 - Givosirán,A16AX16 - Givosirán
6625,B02BX09,B02BX09,B02BX09 - Fostamatinib,B02BX09 - Fostamatinib
6626,J01DH52,J01DH52,J01DH52 - Meropenem y vaborbactam,J01DH52 - Meropenem y vaborbactam
6627,M09AX09,M09AX09,M09AX09 - Onasemnogen abeparvovec,M09AX09 - Onasemnogen abeparvovec
6628,J01DI04,J01DI04,J01DI04 - Cefiderocol,J01DI04 - Cefiderocol
6629,L04AA38,L04AA38,L04AA38 - Ozanimod,L04AA38 - Ozanimod
6630,L01XC38,L01XC38,L01XC38 - isatuximab,L01XC38 - isatuximab
6631,B03XA06,B03XA06,B03XA06 - Luspatercept,B03XA06 - Luspatercept
6632,L01XX63,L01XX63,L01XX63 - Glasdegib,L01XX63 - Glasdegib
6633,J05AB16,J05AB16,J05AB16 - Remdesivir,J05AB16 - Remdesivir
6634,R03AK14,R03AK14,R03AK14 - indacaterol y mometasona,R03AK14 - indacaterol y mometasona
6635,R03AL12,R03AL12,"R03AL12 - Indacaterol, glicopirronio, bromuro de y mometasona","R03AL12 - Indacaterol, glicopirronio, bromuro de y mometasona"
6636,L01XE56,L01XE56,L01XE56 - ENTRECTINIB,L01XE56 - ENTRECTINIB
6637,L01XX65,L01XX65,L01XX65 - ALPELISIB,L01XX65 - ALPELISIB
6638,V04CX01,V04CX01,V04CX01 - Verde de indocianina,V04CX01 - Verde de indocianina
6639,V04CX07,V04CX07,V04CX07 - Edrofonio,V04CX07 - Edrofonio
6640,D03AX14,D03AX14,D03AX14 - Centella asiática planta medicinal,D03AX14 - Centella asiática planta medicinal
6641,D11AX21,D11AX21,D11AX21 - Brimonidina,D11AX21 - Brimonidina
6642,V04CX93,V04CX93,"V04CX93 - Monóxido de carbono, combinaciones con","V04CX93 - Monóxido de carbono, combinaciones con"
6643,L01XC39,L01XC39,L01XC39 - Belantamab mafodotina,L01XC39 - Belantamab mafodotina
6644,B03AC91,B03AC91,B03AC91 - Complejo hierro dextran,B03AC91 - Complejo hierro dextran
6645,B03AC92,B03AC92,B03AC92 - Hierro carboximaltosa,B03AC92 - Hierro carboximaltosa
6646,B03AC93,B03AC93,B03AC93 - Hierro sacarosa,B03AC93 - Hierro sacarosa
6647,R07AX32,R07AX32,"R07AX32 - Ivacaftor, tezacaftor y elexacaftor","R07AX32 - Ivacaftor, tezacaftor y elexacaftor"
6648,L04AA45,L04AA45,L04AA45 - Filgotinib,L04AA45 - Filgotinib
6649,J07BK03,J07BK03,"J07BK03 - zoster, antigeno purificado de","J07BK03 - zoster, antigeno purificado de"
6650,V03AB38,V03AB38,V03AB38 - Andexanet alfa,V03AB38 - Andexanet alfa
6651,L01XE51,L01XE51,L01XE51 - Acalabrutinib,L01XE51 - Acalabrutinib
6652,C10AX15,C10AX15,C10AX15 - Acido bempedoico,C10AX15 - Acido bempedoico
6653,C10BA10,C10BA10,C10BA10 - Ácido bempedoico y ezetimiba,C10BA10 - Ácido bempedoico y ezetimiba
6654,J01DH56,J01DH56,"J01DH56 - Imipenem,cilastatina y relebactam","J01DH56 - Imipenem,cilastatina y relebactam"
6655,J07BX03,J07BX03,J07BX03 - Vacunas contra COVID-19,J07BX03 - Vacunas contra COVID-19
6656,A16AX18,A16AX18,A16AX18 - LUMASIRAN,A16AX18 - LUMASIRAN
6657,N06BA14,N06BA14,N06BA14 - Solriamfetol,N06BA14 - Solriamfetol
6658,R03AL11,R03AL11,"R03AL11 - Formoterol, glicopirronio, bromuro de y budesonida","R03AL11 - Formoterol, glicopirronio, bromuro de y budesonida"
6659,B06AX01,B06AX01,B06AX01 - Crizanlizumab,B06AX01 - Crizanlizumab
6660,H02CA02,H02CA02,H02CA02 - Osilodrostat,H02CA02 - Osilodrostat
6661,J05AJ04,J05AJ04,J05AJ04 - Cabotegravir,J05AJ04 - Cabotegravir
6662,B06AX,B06AX,B06AX - Otros agentes hematológicos,B06AX - Otros agentes hematológicos
6663,J05AJ,J05AJ,J05AJ - Inhibidores de la integrasa,J05AJ - Inhibidores de la integrasa
6664,C10AX16,C10AX16,C10AX16 - Inclisiran,C10AX16 - Inclisiran
6665,L01XY02,L01XY02,L01XY02 - Pertuzumab y trastuzumab,L01XY02 - Pertuzumab y trastuzumab
6666,L01XC41,L01XC41,L01XC41 - Trastuzumab deruxtecan,L01XC41 - Trastuzumab deruxtecan
6667,J05AX28,J05AX28,J05AX28 - Bulevirtida,J05AX28 - Bulevirtida
6668,L01E,L01E,L01E - Inhibidores de la proteinquinasa,L01E - Inhibidores de la proteinquinasa
6669,L01EJ02,L01EJ02,L01EJ02 - Fedratinib,L01EJ02 - Fedratinib
6670,L01EJ,L01EJ,L01EJ - Inhibidores de la quinasa Janus-asociada (JAK),L01EJ - Inhibidores de la quinasa Janus-asociada (JAK)
6671,L01EX,L01EX,L01EX - Otros inhibidores de la proteinquinasa,L01EX - Otros inhibidores de la proteinquinasa
6672,L01EX22,L01EX22,L01EX22 - Selpercatinib,L01EX22 - Selpercatinib
6673,J05AX29,J05AX29,J05AX29 - Fostemsavir,J05AX29 - Fostemsavir
6674,V06DD90,V06DD90,V06DD90 - Sales de calcio de cetoanálogos de aminoácidos y aminoácidos,V06DD90 - Sales de calcio de cetoanálogos de aminoácidos y aminoácidos
6675,J05AX23,J05AX23,J05AX23 - Ibalizumab,J05AX23 - Ibalizumab
6676,L01EH,L01EH,L01EH - Inhibidores de la tirosinquinasa del receptor 2 de factor de crecimiento epidérmico humano (HER2),L01EH - Inhibidores de la tirosinquinasa del receptor 2 de factor de crecimiento epidérmico humano (HER2)
6677,L01EH03,L01EH03,L01EH03 - Tucatinib,L01EH03 - Tucatinib
6678,J04AK08,J04AK08,J04AK08 - Pretomanid,J04AK08 - Pretomanid
6679,J07BX02,J07BX02,J07BX02 - Vacuna frente al Ébola,J07BX02 - Vacuna frente al Ébola
6680,L01EX15,L01EX15,L01EX15 - Pexidartinib,L01EX15 - Pexidartinib
6681,L01XX69,L01XX69,L01XX69 - Lurbinectedina,L01XX69 - Lurbinectedina
6682,M09AX10,M09AX10,M09AX10 - Risdiplam,M09AX10 - Risdiplam
6683,M09AX11,M09AX11,M09AX11 - Palovaroteno,M09AX11 - Palovaroteno
6684,S01LA07,S01LA07,S01LA07 - Abicipar pegol,S01LA07 - Abicipar pegol
6685,L01EM,L01EM,L01EM - Inhibidores de la fosfatidilinositol-3-quinasa (Pi3K),L01EM - Inhibidores de la fosfatidilinositol-3-quinasa (Pi3K)
6686,L01EM04,L01EM04,L01EM04 - Duvelisib,L01EM04 - Duvelisib
6687,L01EL,L01EL,L01EL - Inhibidores de la tirosinquinasa de Bruton (BTK),L01EL - Inhibidores de la tirosinquinasa de Bruton (BTK)
6688,L01EL03,L01EL03,L01EL03 - Zanubrutinib,L01EL03 - Zanubrutinib
6689,L01XK,L01XK,L01XK - Inhibidores de la poli (ADP-ribosa) polimerasa (PARP),L01XK - Inhibidores de la poli (ADP-ribosa) polimerasa (PARP)
6690,L01XK05,L01XK05,L01XK05 - Veliparib,L01XK05 - Veliparib
6691,L01XC40,L01XC40,L01XC40 - Dostarlimab,L01XC40 - Dostarlimab
6692,L01EX12,L01EX12,L01EX12 - Larotrectinib,L01EX12 - Larotrectinib
6693,L01EX13,L01EX13,L01EX13 - Gilteritinib,L01EX13 - Gilteritinib
6694,L01EX14,L01EX14,L01EX14 - Entrectinib,L01EX14 - Entrectinib
6695,L01XF01,L01XF01,L01XF01 - Tretinoina,L01XF01 - Tretinoina
6696,L01XF02,L01XF02,L01XF02 - Alitretinoin,L01XF02 - Alitretinoin
6697,L01XF,L01XF,L01XF - Retinoides para el tratamiento del cáncer,L01XF - Retinoides para el tratamiento del cáncer
6698,L01XF03,L01XF03,L01XF03 - Bexaroteno,L01XF03 - Bexaroteno
6699,L01XG,L01XG,L01XG - Inhibidores del proteosoma,L01XG - Inhibidores del proteosoma
6700,L01XH,L01XH,L01XH - Inhibidores de la histona deacetilasa (HDAC),L01XH - Inhibidores de la histona deacetilasa (HDAC)
6701,L01XJ,L01XJ,L01XJ - Inhibidores de la ruta Hedgehog,L01XJ - Inhibidores de la ruta Hedgehog
6702,L01XH01,L01XH01,L01XH01 - Vorinostat,L01XH01 - Vorinostat
6703,L01XH02,L01XH02,L01XH02 - Romidepsina,L01XH02 - Romidepsina
6704,L01XH03,L01XH03,L01XH03 - Panobinostat,L01XH03 - Panobinostat
6705,L01XJ01,L01XJ01,L01XJ01 - Vismodegib,L01XJ01 - Vismodegib
6706,L01XG02,L01XG02,L01XG02 - Carfilzomib,L01XG02 - Carfilzomib
6707,L01XK01,L01XK01,L01XK01 - Olaparib,L01XK01 - Olaparib
6708,L01EM01,L01EM01,L01EM01 - Idelalisib,L01EM01 - Idelalisib
6709,L01XJ02,L01XJ02,L01XJ02 - Sonidegib,L01XJ02 - Sonidegib
6710,L01XG03,L01XG03,L01XG03 - Ixazomib,L01XG03 - Ixazomib
6711,L01XX70,L01XX70,L01XX70 - Axicabtagén ciloleucel,L01XX70 - Axicabtagén ciloleucel
6712,L01XX71,L01XX71,L01XX71 - Tisagenlecleucel,L01XX71 - Tisagenlecleucel
6713,L01XG01,L01XG01,L01XG01 - Bortezomib,L01XG01 - Bortezomib
6714,L01EX20,L01EX20,L01EX20 - Pemigatinib,L01EX20 - Pemigatinib
6715,L01XK02,L01XK02,L01XK02 - Niraparib,L01XK02 - Niraparib
6716,L01XK03,L01XK03,L01XK03 - Rucaparib,L01XK03 - Rucaparib
6717,L01XK04,L01XK04,L01XK04 - Talazoparib,L01XK04 - Talazoparib
6718,L01XJ03,L01XJ03,L01XJ03 - Glasdegib,L01XJ03 - Glasdegib
6719,L01EM03,L01EM03,L01EM03 - Alpelisib,L01EM03 - Alpelisib
6720,L01CE01,L01CE01,L01CE01 - Topotecán,L01CE01 - Topotecán
6721,L01CE,L01CE,L01CE - Inhibidores de la topoisomerasa 1 (TOP1),L01CE - Inhibidores de la topoisomerasa 1 (TOP1)
6722,L01CE02,L01CE02,L01CE02 - Irinotecán,L01CE02 - Irinotecán
6723,L04AA90,L04AA90,L04AA90 - Ofatumumab,L04AA90 - Ofatumumab
6724,J05AJ01,J05AJ01,J05AJ01 - Raltegravir,J05AJ01 - Raltegravir
6725,J05AJ02,J05AJ02,J05AJ02 - Elvitegravir,J05AJ02 - Elvitegravir
6726,J05AJ03,J05AJ03,J05AJ03 - Dolutegravir,J05AJ03 - Dolutegravir
6727,L01EA,L01EA,L01EA - Inhibidores de la tirosinquinasa BCR-ABL,L01EA - Inhibidores de la tirosinquinasa BCR-ABL
6728,L01EA03,L01EA03,L01EA03 - Nilotinib,L01EA03 - Nilotinib
6729,L01EG,L01EG,L01EG - Inhibidores de la quinasa de rapamicina de mamíferos (mTOR),L01EG - Inhibidores de la quinasa de rapamicina de mamíferos (mTOR)
6730,L01EG01,L01EG01,L01EG01 - Temsirolimus,L01EG01 - Temsirolimus
6731,L01EX07,L01EX07,L01EX07 - Cabozantinib,L01EX07 - Cabozantinib
6732,L01EL01,L01EL01,L01EL01 - ibrutinib,L01EL01 - ibrutinib
6733,L01EA04,L01EA04,L01EA04 - Bosutinib,L01EA04 - Bosutinib
6734,L01EC,L01EC,L01EC - Inhibidores de la serina-treonina quinasa B-Raf (BRAF),L01EC - Inhibidores de la serina-treonina quinasa B-Raf (BRAF)
6735,L01EC01,L01EC01,L01EC01 - Vemurafenib,L01EC01 - Vemurafenib
6736,L01ED,L01ED,L01ED - Inhibidores de la quinasa de linfoma anaplástico (ALK),L01ED - Inhibidores de la quinasa de linfoma anaplástico (ALK)
6737,L01ED02,L01ED02,L01ED02 - Ceritinib,L01ED02 - Ceritinib
6738,L01EC02,L01EC02,L01EC02 - Dabrafenib,L01EC02 - Dabrafenib
6739,L01EX08,L01EX08,L01EX08 - Lenvatinib,L01EX08 - Lenvatinib
6740,L01ED01,L01ED01,L01ED01 - Crizotinib,L01ED01 - Crizotinib
6741,L01EX09,L01EX09,L01EX09 - Nintedanib,L01EX09 - Nintedanib
6742,L01EK,L01EK,L01EK - Inhibidores de la tirosinquinasa del receptor de factor de crecimiento endotelial vascular (VEGFR),L01EK - Inhibidores de la tirosinquinasa del receptor de factor de crecimiento endotelial vascular (VEGFR)
6743,L01EK01,L01EK01,L01EK01 - Axitinib,L01EK01 - Axitinib
6744,L01EJ01,L01EJ01,L01EJ01 - Ruxolitinib,L01EJ01 - Ruxolitinib
6745,L01EF,L01EF,L01EF - Inhibidores de la quinasa ciclina-dependiente (CDK),L01EF - Inhibidores de la quinasa ciclina-dependiente (CDK)
6746,L01EF01,L01EF01,L01EF01 - Palbociclib,L01EF01 - Palbociclib
6747,L01EK03,L01EK03,L01EK03 - tivozanib,L01EK03 - tivozanib
6748,L01EB,L01EB,L01EB - Inhibidores de la tirosinquinasa del receptor de factor de crecimiento epidérmico (EGFR),L01EB - Inhibidores de la tirosinquinasa del receptor de factor de crecimiento epidérmico (EGFR)
6749,L01EB04,L01EB04,L01EB04 - osimertinib,L01EB04 - osimertinib
6750,L01ED03,L01ED03,L01ED03 - alectinib,L01ED03 - alectinib
6751,L01EE,L01EE,L01EE - Inhibidores de la quinasa mitógeno-activada (MEK),L01EE - Inhibidores de la quinasa mitógeno-activada (MEK)
6752,L01EE02,L01EE02,L01EE02 - Cobimetinib,L01EE02 - Cobimetinib
6753,L01EX10,L01EX10,L01EX10 - Midostaurin,L01EX10 - Midostaurin
6754,L01EE03,L01EE03,L01EE03 - Binimetinib,L01EE03 - Binimetinib
6755,L01EF02,L01EF02,L01EF02 - ribociclib,L01EF02 - ribociclib
6756,L01ED04,L01ED04,L01ED04 - brigatinib,L01ED04 - brigatinib
6757,L01ED05,L01ED05,L01ED05 - lorlatinib,L01ED05 - lorlatinib
6758,L01EH02,L01EH02,L01EH02 - neratinib,L01EH02 - neratinib
6759,L01EC03,L01EC03,L01EC03 - encorafenib,L01EC03 - encorafenib
6760,L01EB07,L01EB07,L01EB07 - dacomitinib,L01EB07 - dacomitinib
6761,L01EF03,L01EF03,L01EF03 - abemaciclib,L01EF03 - abemaciclib
6762,L01EL02,L01EL02,L01EL02 - Acalabrutinib,L01EL02 - Acalabrutinib
6763,L01EX05,L01EX05,L01EX05 - Regorafenib,L01EX05 - Regorafenib
6764,L01EX06,L01EX06,L01EX06 - Masitinib,L01EX06 - Masitinib
6765,L01EA05,L01EA05,L01EA05 - Ponatinib,L01EA05 - Ponatinib
6766,L01EE01,L01EE01,L01EE01 - Trametinib,L01EE01 - Trametinib
6767,L01EB03,L01EB03,L01EB03 - Afatinib,L01EB03 - Afatinib
6768,L01EX04,L01EX04,L01EX04 - Vandetanib,L01EX04 - Vandetanib
6769,L01EH01,L01EH01,L01EH01 - Lapatinib,L01EH01 - Lapatinib
6770,L01EA01,L01EA01,L01EA01 - Imatinib,L01EA01 - Imatinib
6771,N03AX25,N03AX25,N03AX25 - Cenobamato,N03AX25 - Cenobamato
6772,L01EB01,L01EB01,L01EB01 - Gefitinib,L01EB01 - Gefitinib
6773,L01EB02,L01EB02,L01EB02 - Erlotinib,L01EB02 - Erlotinib
6774,L01EX01,L01EX01,L01EX01 - Sunitinib,L01EX01 - Sunitinib
6775,L01EX02,L01EX02,L01EX02 - Sorafenib,L01EX02 - Sorafenib
6776,A03AX15,A03AX15,"A03AX15 - Menta piperita, aceite esencial de","A03AX15 - Menta piperita, aceite esencial de"
6777,L01EA02,L01EA02,L01EA02 - Dasatinib,L01EA02 - Dasatinib
6778,L01EX03,L01EX03,L01EX03 - Pazopanib,L01EX03 - Pazopanib
6779,L01EG02,L01EG02,L01EG02 - Everolimus,L01EG02 - Everolimus
6780,J07BB04,J07BB04,"J07BB04 - Influenza, virus similar a partículas","J07BB04 - Influenza, virus similar a partículas"
6781,L04AA43,L04AA43,L04AA43 - Ravulizumab,L04AA43 - Ravulizumab
6782,N03AX26,N03AX26,N03AX26 - Fenfluramina,N03AX26 - Fenfluramina
6783,J01MA23,J01MA23,J01MA23 - Delafloxacino,J01MA23 - Delafloxacino
6784,L04AA50,L04AA50,L04AA50 - Ponesimod,L04AA50 - Ponesimod
6785,R01AD59,R01AD59,"R01AD59 - Mometasona, combinaciones con","R01AD59 - Mometasona, combinaciones con"
6786,D11AH07,D11AH07,D11AH07 - Tralokinumab,D11AH07 - Tralokinumab
6787,L01EE04,L01EE04,L01EE04 - Selumetinib,L01EE04 - Selumetinib
6788,D11AA01,D11AA01,D11AA01 - Glicopirronio,D11AA01 - Glicopirronio
6789,C10BX11,C10BX11,"C10BX11 - atorvastatina, amlodipino y perindopril","C10BX11 - atorvastatina, amlodipino y perindopril"
6790,L04AC19,L04AC19,L04AC19 - SATRALIZUMAB,L04AC19 - SATRALIZUMAB
6791,C10BA09,C10BA09,C10BA09 - Rosuvastatina y fenofibrato,C10BA09 - Rosuvastatina y fenofibrato
6792,G03AA18,G03AA18,G03AA18 - Drospirenona y estetrol,G03AA18 - Drospirenona y estetrol
6793,C01DX22,C01DX22,C01DX22 - Vericiguat,C01DX22 - Vericiguat
6794,D06BX03,D06BX03,D06BX03 - Tirbanibulina,D06BX03 - Tirbanibulina
6795,B03XA05,B03XA05,B03XA05 - Roxadustat,B03XA05 - Roxadustat
6796,L01XC35,L01XC35,L01XC35 - Tafasitamab,L01XC35 - Tafasitamab
6797,H05BX05,H05BX05,H05BX05 - Calcifediol,H05BX05 - Calcifediol
6798,L04AC21,L04AC21,L04AC21 - Bimekizumab,L04AC21 - Bimekizumab
6799,L04AA41,L04AA41,L04AA41 - Imlifidasa,L04AA41 - Imlifidasa
6800,H01CC54,H01CC54,"H01CC54 - Relugolix, estradiol y norestisterona","H01CC54 - Relugolix, estradiol y norestisterona"
6801,C10BX18,C10BX18,"C10BX18 - Atorvastatina, amlodipino y ramipril","C10BX18 - Atorvastatina, amlodipino y ramipril"
6802,L01F,L01F,L01F - Anticuerpos monoclonales y anticuerpos conjugados con fármacos,L01F - Anticuerpos monoclonales y anticuerpos conjugados con fármacos
6803,L01FX,L01FX,L01FX - Otros anticuerpos monoclonales y fármacos inmunoconjugados,L01FX - Otros anticuerpos monoclonales y fármacos inmunoconjugados
6804,L01FX17,L01FX17,L01FX17 - Sacituzumab govitecan,L01FX17 - Sacituzumab govitecan
6805,J06BD,J06BD,J06BD - Anticuerpos monoclonales antivirales,J06BD - Anticuerpos monoclonales antivirales
6806,L04AX09,L04AX09,L04AX09 - Fumarato de diroximel,L04AX09 - Fumarato de diroximel
6807,C09BX05,C09BX05,C09BX05 - Ramipril y bisoprolol,C09BX05 - Ramipril y bisoprolol
6808,A05AX05,A05AX05,A05AX05 - Odevixibat,A05AX05 - Odevixibat
6809,L03AB15,L03AB15,L03AB15 - Ropeginterferon alfa-2b,L03AB15 - Ropeginterferon alfa-2b
6810,L01EX23,L01EX23,L01EX23 - Pralsetinib,L01EX23 - Pralsetinib
6811,V04CD06,V04CD06,V04CD06 - Macimorelina,V04CD06 - Macimorelina
6812,M05BX07,M05BX07,M05BX07 - Vosoritida,M05BX07 - Vosoritida
6813,D11AH08,D11AH08,D11AH08 - Abrocitinib,D11AH08 - Abrocitinib
6814,L01FX18,L01FX18,L01FX18 - 	Amivantamab,L01FX18 - 	Amivantamab
6815,B06AX03,B06AX03,B06AX03 - Voxelotor,B06AX03 - Voxelotor
6816,L04AA54,L04AA54,L04AA54 - Pegcetacoplán,L04AA54 - Pegcetacoplán
6817,L04AA51,L04AA51,L04AA51 - Anifrolumab,L04AA51 - Anifrolumab
6818,C03DA05,C03DA05,C03DA05 - Finerenona,C03DA05 - Finerenona
6819,H01AC08,H01AC08,H01AC08 - Somatrogón,H01AC08 - Somatrogón
6820,J01RA14,J01RA14,J01RA14 - Norfloxacino y metronidazol,J01RA14 - Norfloxacino y metronidazol
6821,J02AC06,J02AC06,J02AC06 - Oteseconazol,J02AC06 - Oteseconazol
6822,J05AB17,J05AB17,J05AB17 - Brincidofovir,J05AB17 - Brincidofovir
6823,J05AP12,J05AP12,J05AP12 - Coblopasvir,J05AP12 - Coblopasvir
6824,J05AX31,J05AX31,J05AX31 - Lenacapavir,J05AX31 - Lenacapavir
6825,J06BD03,J06BD03,J06BD03 - Tixagevimab y cilgavimab,J06BD03 - Tixagevimab y cilgavimab
6826,J07AG54,J07AG54,"J07AG54 - Haemophilus influenzae B, combinaciones con meningococo C,Y, conjugado","J07AG54 - Haemophilus influenzae B, combinaciones con meningococo C,Y, conjugado"
6827,J07BX04,J07BX04,J07BX04 - Vacunas frente al Dengue,J07BX04 - Vacunas frente al Dengue
6828,L01AA10,L01AA10,L01AA10 - Melfalán flufenamida,L01AA10 - Melfalán flufenamida
6829,L01EA06,L01EA06,L01EA06 - Asciminib,L01EA06 - Asciminib
6830,L01EJ03,L01EJ03,L01EJ03 - Pacritinib,L01EJ03 - Pacritinib
6831,L01EN03,L01EN03,L01EN03 - Infigratinib,L01EN03 - Infigratinib
6832,L01EN04,L01EN04,L01EN04 - Futibatinib,L01EN04 - Futibatinib
6833,L01FX16,L01FX16,L01FX16 - Oportuzumab monatox,L01FX16 - Oportuzumab monatox
6834,L01XK06,L01XK06,L01XK06 - Pamiparib,L01XK06 - Pamiparib
6835,L01XX72,L01XX72,L01XX72 - Tazemetostat,L01XX72 - Tazemetostat
6836,L01XX73,L01XX73,L01XX73 - Sotorasib,L01XX73 - Sotorasib
6837,L01XX74,L01XX74,L01XX74 - Belzutifan,L01XX74 - Belzutifan
6838,L02BX04,L02BX04,L02BX04 - Relugolix,L02BX04 - Relugolix
6839,L01FF,L01FF,L01FF - Inhibidores de la PD-1/PD-L1 (Proteína 1 de muerte celular programada/ligando 1 de muerte programada),L01FF - Inhibidores de la PD-1/PD-L1 (Proteína 1 de muerte celular programada/ligando 1 de muerte programada)
6840,L01EN,L01EN,L01EN - Inhibidores de la tirosinaquinasa del receptor del factor de crecimiento fibroblástico (FGFR),L01EN - Inhibidores de la tirosinaquinasa del receptor del factor de crecimiento fibroblástico (FGFR)
6841,J01RA15,J01RA15,J01RA15 - Cefixima y ornidazol,J01RA15 - Cefixima y ornidazol
6842,L01FD,L01FD,L01FD - Inhibidores del HER2 (Receptor 2 del Factor de Crecimiento Epidérmico Humano),L01FD - Inhibidores del HER2 (Receptor 2 del Factor de Crecimiento Epidérmico Humano)
6843,L01FD05,L01FD05,L01FD05 - Trastuzumab duocarmazina,L01FD05 - Trastuzumab duocarmazina
6844,L01EX21,L01EX21,L01EX21 - Tepotinib,L01EX21 - Tepotinib
6845,L01FF09,L01FF09,L01FF09 - Tislelizumab,L01FF09 - Tislelizumab
6846,C10AX18,C10AX18,C10AX18 - Volanesorsen,C10AX18 - Volanesorsen
6847,L01EN02,L01EN02,L01EN02 - Pemigatinib,L01EN02 - Pemigatinib
6848,L01FF01,L01FF01,L01FF01 - Nivolumab,L01FF01 - Nivolumab
6849,L01FF02,L01FF02,L01FF02 - Pembrolizumab,L01FF02 - Pembrolizumab
6850,L04AA52,L04AA52,L04AA52 - Ofatumumab,L04AA52 - Ofatumumab
6851,L01FF04,L01FF04,L01FF04 - Avelumab,L01FF04 - Avelumab
6852,C07AB14,C07AB14,C07AB14 - Landiolol,C07AB14 - Landiolol
6853,L01FF10,L01FF10,L01FF10 - Retifanlimab,L01FF10 - Retifanlimab
6854,L01FX07,L01FX07,L01FX07 - Blinatumomab,L01FX07 - Blinatumomab
6855,P01AB51,P01AB51,P01AB51 - Metronidazol y furazolidona,P01AB51 - Metronidazol y furazolidona
6856,L01FG,L01FG,L01FG - Inhibidores del VEGF/VEGFR (Factor de Crecimiento Endotelial Vascular/Receptor del Factor de Crecimiento Endotelial Vascular),L01FG - Inhibidores del VEGF/VEGFR (Factor de Crecimiento Endotelial Vascular/Receptor del Factor de Crecimiento Endotelial Vascular)
6857,L01FG02,L01FG02,L01FG02 - Ramucirumab,L01FG02 - Ramucirumab
6858,L01FE,L01FE,L01FE - Inhibidores del EGFR (Receptor del Factor de Crecimiento Epidérmico),L01FE - Inhibidores del EGFR (Receptor del Factor de Crecimiento Epidérmico)
6859,L01FE03,L01FE03,L01FE03 - Necitumumab,L01FE03 - Necitumumab
6860,L01FB,L01FB,L01FB - Inhibidores de CD22 (Grupos de Diferenciación 22),L01FB - Inhibidores de CD22 (Grupos de Diferenciación 22)
6861,L01FB01,L01FB01,L01FB01 - Inotuzumab ozogamicina,L01FB01 - Inotuzumab ozogamicina
6862,J06BD01,J06BD01,J06BD01 - Palivizumab,J06BD01 - Palivizumab
6863,L01FX10,L01FX10,L01FX10 - Olaratumab,L01FX10 - Olaratumab
6864,J06BD02,J06BD02,J06BD02 - Motavizumab,J06BD02 - Motavizumab
6865,J06BC02,J06BC02,J06BC02 - Raxibacumab,J06BC02 - Raxibacumab
6866,J06BC03,J06BC03,J06BC03 - Bezlotoxumab,J06BC03 - Bezlotoxumab
6867,L01FX08,L01FX08,L01FX08 - Elotuzumab,L01FX08 - Elotuzumab
6868,L01FC,L01FC,L01FC - Inhibidores de CD38 (Grupos de Diferenciación 38),L01FC - Inhibidores de CD38 (Grupos de Diferenciación 38)
6869,L01FC01,L01FC01,L01FC01 - Daratumumab,L01FC01 - Daratumumab
6870,L01FX09,L01FX09,L01FX09 - Mogamulizumab,L01FX09 - Mogamulizumab
6871,L01FF03,L01FF03,L01FF03 - Durvalumab,L01FF03 - Durvalumab
6872,C09DX06,C09DX06,"C09DX06 - Candesartan, amlodipino e hidroclorotiazida","C09DX06 - Candesartan, amlodipino e hidroclorotiazida"
6873,J06BC04,J06BC04,J06BC04 - Obiltoxaximab,J06BC04 - Obiltoxaximab
6874,L01EN01,L01EN01,L01EN01 - Erdafitinib,L01EN01 - Erdafitinib
6875,L01FX01,L01FX01,L01FX01 - Edrecolomab,L01FX01 - Edrecolomab
6876,L01FA,L01FA,L01FA - Inhibidores de CD20 (Grupo de Diferenciación 20),L01FA - Inhibidores de CD20 (Grupo de Diferenciación 20)
